,Client,Packages,hops,next,start
3104,206,0,2,2,4
3105,207,0,0,2,4
3106,207,0,1,2,4
3107,207,0,2,2,4
3108,1,0,0,3,4
3109,1,0,1,3,4
3110,1,0,2,3,4
3111,2,0,0,3,4
3112,2,0,1,3,4
3113,2,0,2,3,4
3114,3,0,0,3,4
3115,3,0,1,3,4
3116,3,0,2,3,4
3117,4,0,0,3,4
3118,4,0,1,3,4
3119,4,0,2,3,4
3120,5,0,0,3,4
3121,5,0,1,3,4
3122,5,0,2,3,4
3123,6,0,0,3,4
3124,6,0,1,3,4
3125,6,0,2,3,4
3126,7,0,0,3,4
3127,7,0,1,3,4
3128,7,0,2,3,4
3129,201,0,0,3,4
3130,201,0,1,3,4
3131,201,0,2,3,4
3132,202,0,0,3,4
3133,202,0,1,3,4
3134,202,0,2,3,4
3135,203,0,0,3,4
3136,203,0,1,3,4
3137,203,0,2,3,4
3138,204,0,0,3,4
3139,204,0,1,3,4
3140,204,0,2,3,4
3141,205,0,0,3,4
3142,205,0,1,3,4
3143,205,0,2,3,4
3144,206,0,0,3,4
3145,206,0,1,3,4
3146,206,0,2,3,4
3147,207,0,0,3,4
3148,207,0,1,3,4
3149,207,0,2,3,4
3150,1,0,0,4,4
3151,1,0,1,4,4
3152,1,0,2,4,4
3153,2,0,0,4,4
3154,2,0,1,4,4
3155,2,0,2,4,4
3156,3,0,0,4,4
3157,3,0,1,4,4
3158,3,0,2,4,4
3159,4,0,0,4,4
3160,4,0,1,4,4
3161,4,0,2,4,4
3162,5,0,0,4,4
3163,5,0,1,4,4
3164,5,0,2,4,4
3165,6,0,0,4,4
3166,6,0,1,4,4
3167,6,0,2,4,4
3168,7,0,0,4,4
3169,7,0,1,4,4
3170,7,0,2,4,4
3171,201,0,0,4,4
3172,201,0,1,4,4
3173,201,0,2,4,4
3174,202,0,0,4,4
3175,202,0,1,4,4
3176,202,0,2,4,4
3177,203,0,0,4,4
3178,203,0,1,4,4
3179,203,0,2,4,4
3180,204,0,0,4,4
3181,204,0,1,4,4
3182,204,0,2,4,4
3183,205,0,0,4,4
3184,205,0,1,4,4
3185,205,0,2,4,4
3186,206,0,0,4,4
3187,206,0,1,4,4
3188,206,0,2,4,4
3189,207,0,0,4,4
3190,207,0,1,4,4
3191,207,0,2,4,4
3192,1,0,0,5,4
3193,1,0,1,5,4
3194,1,0,2,5,4
3195,2,0,0,5,4
3196,2,0,1,5,4
3197,2,0,2,5,4
3198,3,0,0,5,4
3199,3,0,1,5,4
3200,3,0,2,5,4
3201,4,0,0,5,4
3202,4,0,1,5,4
3203,4,0,2,5,4
3204,5,0,0,5,4
3205,5,0,1,5,4
3206,5,0,2,5,4
3207,6,0,0,5,4
3208,6,0,1,5,4
3209,6,0,2,5,4
3210,7,0,0,5,4
3211,7,0,1,5,4
3212,7,0,2,5,4
3213,201,0,0,5,4
3214,201,0,1,5,4
3215,201,0,2,5,4
3216,202,0,0,5,4
3217,202,0,1,5,4
3218,202,0,2,5,4
3219,203,0,0,5,4
3220,203,0,1,5,4
3221,203,0,2,5,4
3222,204,0,0,5,4
3223,204,0,1,5,4
3224,204,0,2,5,4
3225,205,0,0,5,4
3226,205,0,1,5,4
3227,205,0,2,5,4
3228,206,0,0,5,4
3229,206,0,1,5,4
3230,206,0,2,5,4
3231,207,0,0,5,4
3232,207,0,1,5,4
3233,207,0,2,5,4
3234,1,0,0,6,4
3235,1,0,1,6,4
3236,1,0,2,6,4
3237,2,0,0,6,4
3238,2,0,1,6,4
3239,2,0,2,6,4
3240,3,0,0,6,4
3241,3,0,1,6,4
3242,3,0,2,6,4
3243,4,0,0,6,4
3244,4,0,1,6,4
3245,4,0,2,6,4
3246,5,0,0,6,4
3247,5,0,1,6,4
3248,5,0,2,6,4
3249,6,0,0,6,4
3250,6,0,1,6,4
3251,6,0,2,6,4
3252,7,0,0,6,4
3253,7,0,1,6,4
3254,7,0,2,6,4
3255,201,0,0,6,4
3256,201,0,1,6,4
3257,201,0,2,6,4
3258,202,0,0,6,4
3259,202,0,1,6,4
3260,202,0,2,6,4
3261,203,0,0,6,4
3262,203,0,1,6,4
3263,203,0,2,6,4
3264,204,0,0,6,4
3265,204,0,1,6,4
3266,204,0,2,6,4
3267,205,0,0,6,4
3268,205,0,1,6,4
3269,205,0,2,6,4
3270,206,0,0,6,4
3271,206,0,1,6,4
3272,206,0,2,6,4
3273,207,0,0,6,4
3274,207,0,1,6,4
3275,207,0,2,6,4
3276,1,0,0,7,4
3277,1,0,1,7,4
3278,1,0,2,7,4
3279,2,0,0,7,4
3280,2,0,1,7,4
3281,2,0,2,7,4
3282,3,0,0,7,4
3283,3,0,1,7,4
3284,3,0,2,7,4
3285,4,0,0,7,4
3286,4,0,1,7,4
3287,4,0,2,7,4
3288,5,0,0,7,4
3289,5,0,1,7,4
3290,5,0,2,7,4
3291,6,0,0,7,4
3292,6,0,1,7,4
3293,6,0,2,7,4
3294,7,0,0,7,4
3295,7,0,1,7,4
3296,7,0,2,7,4
3297,201,0,0,7,4
3298,201,0,1,7,4
3299,201,0,2,7,4
3300,202,0,0,7,4
3301,202,0,1,7,4
3302,202,0,2,7,4
3303,203,0,0,7,4
3304,203,0,1,7,4
3305,203,0,2,7,4
3306,204,0,0,7,4
3307,204,0,1,7,4
3308,204,0,2,7,4
3309,205,0,0,7,4
3310,205,0,1,7,4
3311,205,0,2,7,4
3312,206,0,0,7,4
3313,206,0,1,7,4
3314,206,0,2,7,4
3315,207,0,0,7,4
3316,207,0,1,7,4
3317,207,0,2,7,4
3318,1,0,0,201,4
3319,1,0,1,201,4
3320,1,0,2,201,4
3321,2,0,0,201,4
3322,2,0,1,201,4
3323,2,0,2,201,4
3324,3,0,0,201,4
3325,3,0,1,201,4
3326,3,0,2,201,4
3327,4,0,0,201,4
3328,4,0,1,201,4
3329,4,0,2,201,4
3330,5,0,0,201,4
3331,5,0,1,201,4
3332,5,0,2,201,4
3333,6,0,0,201,4
3334,6,0,1,201,4
3335,6,0,2,201,4
3336,7,0,0,201,4
3337,7,0,1,201,4
3338,7,0,2,201,4
3339,201,0,0,201,4
3340,201,0,1,201,4
3341,201,0,2,201,4
3342,202,0,0,201,4
3343,202,0,1,201,4
3344,202,0,2,201,4
3345,203,0,0,201,4
3346,203,0,1,201,4
3347,203,0,2,201,4
3348,204,0,0,201,4
3349,204,0,1,201,4
3350,204,0,2,201,4
3351,205,0,0,201,4
3352,205,0,1,201,4
3353,205,0,2,201,4
3354,206,0,0,201,4
3355,206,0,1,201,4
3356,206,0,2,201,4
3357,207,0,0,201,4
3358,207,0,1,201,4
3359,207,0,2,201,4
3360,1,0,0,202,4
3361,1,0,1,202,4
3362,1,0,2,202,4
3363,2,0,0,202,4
3364,2,0,1,202,4
3365,2,0,2,202,4
3366,3,0,0,202,4
3367,3,0,1,202,4
3368,3,0,2,202,4
3369,4,0,0,202,4
3370,4,0,1,202,4
3371,4,0,2,202,4
3372,5,0,0,202,4
3373,5,0,1,202,4
3374,5,0,2,202,4
3375,6,0,0,202,4
3376,6,0,1,202,4
3377,6,0,2,202,4
3378,7,0,0,202,4
3379,7,0,1,202,4
3380,7,0,2,202,4
3381,201,0,0,202,4
3382,201,0,1,202,4
3383,201,0,2,202,4
3384,202,0,0,202,4
3385,202,0,1,202,4
3386,202,0,2,202,4
3387,203,0,0,202,4
3388,203,0,1,202,4
3389,203,0,2,202,4
3390,204,0,0,202,4
3391,204,0,1,202,4
3392,204,0,2,202,4
3393,205,0,0,202,4
3394,205,0,1,202,4
3395,205,0,2,202,4
3396,206,0,0,202,4
3397,206,0,1,202,4
3398,206,0,2,202,4
3399,207,0,0,202,4
3400,207,0,1,202,4
3401,207,0,2,202,4
3402,1,0,0,203,4
3403,1,0,1,203,4
3404,1,0,2,203,4
3405,2,0,0,203,4
3406,2,0,1,203,4
3407,2,0,2,203,4
3408,3,0,0,203,4
3409,3,0,1,203,4
3410,3,0,2,203,4
3411,4,0,0,203,4
3412,4,0,1,203,4
3413,4,0,2,203,4
3414,5,0,0,203,4
3415,5,0,1,203,4
3416,5,0,2,203,4
3417,6,0,0,203,4
3418,6,0,1,203,4
3419,6,0,2,203,4
3420,7,0,0,203,4
3421,7,0,1,203,4
3422,7,0,2,203,4
3423,201,0,0,203,4
3424,201,0,1,203,4
3425,201,0,2,203,4
3426,202,0,0,203,4
3427,202,0,1,203,4
3428,202,0,2,203,4
3429,203,0,0,203,4
3430,203,0,1,203,4
3431,203,0,2,203,4
3432,204,0,0,203,4
3433,204,0,1,203,4
3434,204,0,2,203,4
3435,205,0,0,203,4
3436,205,0,1,203,4
3437,205,0,2,203,4
3438,206,0,0,203,4
3439,206,0,1,203,4
3440,206,0,2,203,4
3441,207,0,0,203,4
3442,207,0,1,203,4
3443,207,0,2,203,4
3444,1,0,0,204,4
3445,1,0,1,204,4
3446,1,0,2,204,4
3447,2,0,0,204,4
3448,2,0,1,204,4
3449,2,0,2,204,4
3450,3,0,0,204,4
3451,3,0,1,204,4
3452,3,0,2,204,4
3453,4,0,0,204,4
3454,4,0,1,204,4
3455,4,0,2,204,4
3456,5,0,0,204,4
3457,5,0,1,204,4
3458,5,0,2,204,4
3459,6,0,0,204,4
3460,6,0,1,204,4
3461,6,0,2,204,4
3462,7,0,0,204,4
3463,7,0,1,204,4
3464,7,0,2,204,4
3465,201,0,0,204,4
3466,201,0,1,204,4
3467,201,0,2,204,4
3468,202,0,0,204,4
3469,202,0,1,204,4
3470,202,0,2,204,4
3471,203,0,0,204,4
3472,203,0,1,204,4
3473,203,0,2,204,4
3474,204,0,0,204,4
3475,204,0,1,204,4
3476,204,0,2,204,4
3477,205,0,0,204,4
3478,205,0,1,204,4
3479,205,0,2,204,4
3480,206,0,0,204,4
3481,206,0,1,204,4
3482,206,0,2,204,4
3483,207,0,0,204,4
3484,207,0,1,204,4
3485,207,0,2,204,4
3486,1,0,0,205,4
3487,1,0,1,205,4
3488,1,0,2,205,4
3489,2,0,0,205,4
3490,2,0,1,205,4
3491,2,0,2,205,4
3492,3,0,0,205,4
3493,3,0,1,205,4
3494,3,0,2,205,4
3495,4,0,0,205,4
3496,4,0,1,205,4
3497,4,0,2,205,4
3498,5,0,0,205,4
3499,5,0,1,205,4
3500,5,0,2,205,4
3501,6,0,0,205,4
3502,6,0,1,205,4
3503,6,0,2,205,4
3504,7,0,0,205,4
3505,7,0,1,205,4
3506,7,0,2,205,4
3507,201,0,0,205,4
3508,201,0,1,205,4
3509,201,0,2,205,4
3510,202,0,0,205,4
3511,202,0,1,205,4
3512,202,0,2,205,4
3513,203,0,0,205,4
3514,203,0,1,205,4
3515,203,0,2,205,4
3516,204,0,0,205,4
3517,204,0,1,205,4
3518,204,0,2,205,4
3519,205,0,0,205,4
3520,205,0,1,205,4
3521,205,0,2,205,4
3522,206,0,0,205,4
3523,206,0,1,205,4
3524,206,0,2,205,4
3525,207,0,0,205,4
3526,207,0,1,205,4
3527,207,0,2,205,4
3528,1,0,0,206,4
3529,1,0,1,206,4
3530,1,0,2,206,4
3531,2,0,0,206,4
3532,2,0,1,206,4
3533,2,0,2,206,4
3534,3,0,0,206,4
3535,3,0,1,206,4
3536,3,0,2,206,4
3537,4,0,0,206,4
3538,4,0,1,206,4
3539,4,0,2,206,4
3540,5,0,0,206,4
3541,5,0,1,206,4
3542,5,0,2,206,4
3543,6,0,0,206,4
3544,6,0,1,206,4
3545,6,0,2,206,4
3546,7,0,0,206,4
3547,7,0,1,206,4
3548,7,0,2,206,4
3549,201,0,0,206,4
3550,201,0,1,206,4
3551,201,0,2,206,4
3552,202,0,0,206,4
3553,202,0,1,206,4
3554,202,0,2,206,4
3555,203,0,0,206,4
3556,203,0,1,206,4
3557,203,0,2,206,4
3558,204,0,0,206,4
3559,204,0,1,206,4
3560,204,0,2,206,4
3561,205,0,0,206,4
3562,205,0,1,206,4
3563,205,0,2,206,4
3564,206,0,0,206,4
3565,206,0,1,206,4
3566,206,0,2,206,4
3567,207,0,0,206,4
3568,207,0,1,206,4
3569,207,0,2,206,4
3570,1,0,0,207,4
3571,1,0,1,207,4
3572,1,0,2,207,4
3573,2,0,0,207,4
3574,2,0,1,207,4
3575,2,0,2,207,4
3576,3,0,0,207,4
3577,3,0,1,207,4
3578,3,0,2,207,4
3579,4,0,0,207,4
3580,4,0,1,207,4
3581,4,0,2,207,4
3582,5,0,0,207,4
3583,5,0,1,207,4
3584,5,0,2,207,4
3585,6,0,0,207,4
3586,6,0,1,207,4
3587,6,0,2,207,4
3588,7,0,0,207,4
3589,7,0,1,207,4
3590,7,0,2,207,4
3591,201,0,0,207,4
3592,201,0,1,207,4
3593,201,0,2,207,4
3594,202,0,0,207,4
3595,202,0,1,207,4
3596,202,0,2,207,4
3597,203,0,0,207,4
3598,203,0,1,207,4
3599,203,0,2,207,4
3600,204,0,0,207,4
3601,204,0,1,207,4
3602,204,0,2,207,4
3603,205,0,0,207,4
3604,205,0,1,207,4
3605,205,0,2,207,4
3606,206,0,0,207,4
3607,206,0,1,207,4
3608,206,0,2,207,4
3609,207,0,0,207,4
3610,207,0,1,207,4
3611,207,0,2,207,4
3612,1,0,0,101,4
3613,1,0,1,101,4
3614,1,0,2,101,4
3615,2,0,0,101,4
3616,2,0,1,101,4
3617,2,0,2,101,4
3618,3,0,0,101,4
3619,3,0,1,101,4
3620,3,0,2,101,4
3621,4,0,0,101,4
3622,4,0,1,101,4
3623,4,0,2,101,4
3624,5,0,0,101,4
3625,5,0,1,101,4
3626,5,0,2,101,4
3627,6,0,0,101,4
3628,6,0,1,101,4
3629,6,0,2,101,4
3630,7,0,0,101,4
3631,7,0,1,101,4
3632,7,0,2,101,4
3633,201,0,0,101,4
3634,201,0,1,101,4
3635,201,0,2,101,4
3636,202,0,0,101,4
3637,202,0,1,101,4
3638,202,0,2,101,4
3639,203,0,0,101,4
3640,203,0,1,101,4
3641,203,0,2,101,4
3642,204,0,0,101,4
3643,204,0,1,101,4
3644,204,0,2,101,4
3645,205,0,0,101,4
3646,205,0,1,101,4
3647,205,0,2,101,4
3648,206,0,0,101,4
3649,206,0,1,101,4
3650,206,0,2,101,4
3651,207,0,0,101,4
3652,207,0,1,101,4
3653,207,0,2,101,4
3654,1,0,0,102,4
3655,1,0,1,102,4
3656,1,0,2,102,4
3657,2,0,0,102,4
3658,2,0,1,102,4
3659,2,0,2,102,4
3660,3,0,0,102,4
3661,3,0,1,102,4
3662,3,0,2,102,4
3663,4,0,0,102,4
3664,4,0,1,102,4
3665,4,0,2,102,4
3666,5,0,0,102,4
3667,5,0,1,102,4
3668,5,0,2,102,4
3669,6,0,0,102,4
3670,6,0,1,102,4
3671,6,0,2,102,4
3672,7,0,0,102,4
3673,7,0,1,102,4
3674,7,0,2,102,4
3675,201,0,0,102,4
3676,201,0,1,102,4
3677,201,0,2,102,4
3678,202,0,0,102,4
3679,202,0,1,102,4
3680,202,0,2,102,4
3681,203,0,0,102,4
3682,203,0,1,102,4
3683,203,0,2,102,4
3684,204,0,0,102,4
3685,204,0,1,102,4
3686,204,0,2,102,4
3687,205,0,0,102,4
3688,205,0,1,102,4
3689,205,0,2,102,4
3690,206,0,0,102,4
3691,206,0,1,102,4
3692,206,0,2,102,4
3693,207,0,0,102,4
3694,207,0,1,102,4
3695,207,0,2,102,4
3696,1,0,0,103,4
3697,1,0,1,103,4
3698,1,0,2,103,4
3699,2,0,0,103,4
3700,2,0,1,103,4
3701,2,0,2,103,4
3702,3,0,0,103,4
3703,3,0,1,103,4
3704,3,0,2,103,4
3705,4,0,0,103,4
3706,4,0,1,103,4
3707,4,0,2,103,4
3708,5,0,0,103,4
3709,5,0,1,103,4
3710,5,0,2,103,4
3711,6,0,0,103,4
3712,6,0,1,103,4
3713,6,0,2,103,4
3714,7,0,0,103,4
3715,7,0,1,103,4
3716,7,0,2,103,4
3717,201,0,0,103,4
3718,201,0,1,103,4
3719,201,0,2,103,4
3720,202,0,0,103,4
3721,202,0,1,103,4
3722,202,0,2,103,4
3723,203,0,0,103,4
3724,203,0,1,103,4
3725,203,0,2,103,4
3726,204,0,0,103,4
3727,204,0,1,103,4
3728,204,0,2,103,4
3729,205,0,0,103,4
3730,205,0,1,103,4
3731,205,0,2,103,4
3732,206,0,0,103,4
3733,206,0,1,103,4
3734,206,0,2,103,4
3735,207,0,0,103,4
3736,207,0,1,103,4
3737,207,0,2,103,4
3738,1,0,0,104,4
3739,1,0,1,104,4
3740,1,0,2,104,4
3741,2,0,0,104,4
3742,2,0,1,104,4
3743,2,0,2,104,4
3744,3,0,0,104,4
3745,3,0,1,104,4
3746,3,0,2,104,4
3747,4,0,0,104,4
3748,4,0,1,104,4
3749,4,0,2,104,4
3750,5,0,0,104,4
3751,5,0,1,104,4
3752,5,0,2,104,4
3753,6,0,0,104,4
3754,6,0,1,104,4
3755,6,0,2,104,4
3756,7,0,0,104,4
3757,7,0,1,104,4
3758,7,0,2,104,4
3759,201,0,0,104,4
3760,201,0,1,104,4
3761,201,0,2,104,4
3762,202,0,0,104,4
3763,202,0,1,104,4
3764,202,0,2,104,4
3765,203,0,0,104,4
3766,203,0,1,104,4
3767,203,0,2,104,4
3768,204,0,0,104,4
3769,204,0,1,104,4
3770,204,0,2,104,4
3771,205,0,0,104,4
3772,205,0,1,104,4
3773,205,0,2,104,4
3774,206,0,0,104,4
3775,206,0,1,104,4
3776,206,0,2,104,4
3777,207,0,0,104,4
3778,207,0,1,104,4
3779,207,0,2,104,4
3780,1,0,0,105,4
3781,1,0,1,105,4
3782,1,0,2,105,4
3783,2,0,0,105,4
3784,2,0,1,105,4
3785,2,0,2,105,4
3786,3,0,0,105,4
3787,3,0,1,105,4
3788,3,0,2,105,4
3789,4,0,0,105,4
3790,4,0,1,105,4
3791,4,0,2,105,4
3792,5,0,0,105,4
3793,5,0,1,105,4
3794,5,0,2,105,4
3795,6,0,0,105,4
3796,6,0,1,105,4
3797,6,0,2,105,4
3798,7,0,0,105,4
3799,7,0,1,105,4
3800,7,0,2,105,4
3801,201,0,0,105,4
3802,201,0,1,105,4
3803,201,0,2,105,4
3804,202,0,0,105,4
3805,202,0,1,105,4
3806,202,0,2,105,4
3807,203,0,0,105,4
3808,203,0,1,105,4
3809,203,0,2,105,4
3810,204,0,0,105,4
3811,204,0,1,105,4
3812,204,0,2,105,4
3813,205,0,0,105,4
3814,205,0,1,105,4
3815,205,0,2,105,4
3816,206,0,0,105,4
3817,206,0,1,105,4
3818,206,0,2,105,4
3819,207,0,0,105,4
3820,207,0,1,105,4
3821,207,0,2,105,4
3822,1,0,0,106,4
3823,1,0,1,106,4
3824,1,0,2,106,4
3825,2,0,0,106,4
3826,2,0,1,106,4
3827,2,0,2,106,4
3828,3,0,0,106,4
3829,3,0,1,106,4
3830,3,0,2,106,4
3831,4,0,0,106,4
3832,4,0,1,106,4
3833,4,0,2,106,4
3834,5,0,0,106,4
3835,5,0,1,106,4
3836,5,0,2,106,4
3837,6,0,0,106,4
3838,6,0,1,106,4
3839,6,0,2,106,4
3840,7,0,0,106,4
3841,7,0,1,106,4
3842,7,0,2,106,4
3843,201,0,0,106,4
3844,201,0,1,106,4
3845,201,0,2,106,4
3846,202,0,0,106,4
3847,202,0,1,106,4
3848,202,0,2,106,4
3849,203,0,0,106,4
3850,203,0,1,106,4
3851,203,0,2,106,4
3852,204,0,0,106,4
3853,204,0,1,106,4
3854,204,0,2,106,4
3855,205,0,0,106,4
3856,205,0,1,106,4
3857,205,0,2,106,4
3858,206,0,0,106,4
3859,206,0,1,106,4
3860,206,0,2,106,4
3861,207,0,0,106,4
3862,207,0,1,106,4
3863,207,0,2,106,4
3864,1,0,0,107,4
3865,1,0,1,107,4
3866,1,0,2,107,4
3867,2,0,0,107,4
3868,2,0,1,107,4
3869,2,0,2,107,4
3870,3,0,0,107,4
3871,3,0,1,107,4
3872,3,0,2,107,4
3873,4,0,0,107,4
3874,4,0,1,107,4
3875,4,0,2,107,4
3876,5,0,0,107,4
3877,5,0,1,107,4
3878,5,0,2,107,4
3879,6,0,0,107,4
3880,6,0,1,107,4
3881,6,0,2,107,4
3882,7,0,0,107,4
3883,7,0,1,107,4
3884,7,0,2,107,4
3885,201,0,0,107,4
3886,201,0,1,107,4
3887,201,0,2,107,4
3888,202,0,0,107,4
3889,202,0,1,107,4
3890,202,0,2,107,4
3891,203,0,0,107,4
3892,203,0,1,107,4
3893,203,0,2,107,4
3894,204,0,0,107,4
3895,204,0,1,107,4
3896,204,0,2,107,4
3897,205,0,0,107,4
3898,205,0,1,107,4
3899,205,0,2,107,4
3900,206,0,0,107,4
3901,206,0,1,107,4
3902,206,0,2,107,4
3903,207,0,0,107,4
3904,207,0,1,107,4
3905,207,0,2,107,4
3906,1,0,0,108,4
3907,1,0,1,108,4
3908,1,0,2,108,4
3909,2,0,0,108,4
3910,2,0,1,108,4
3911,2,0,2,108,4
3912,3,0,0,108,4
3913,3,0,1,108,4
3914,3,0,2,108,4
3915,4,0,0,108,4
3916,4,0,1,108,4
3917,4,0,2,108,4
3918,5,0,0,108,4
3919,5,0,1,108,4
3920,5,0,2,108,4
3921,6,0,0,108,4
3922,6,0,1,108,4
3923,6,0,2,108,4
3924,7,0,0,108,4
3925,7,0,1,108,4
3926,7,0,2,108,4
3927,201,0,0,108,4
3928,201,0,1,108,4
3929,201,0,2,108,4
3930,202,0,0,108,4
3931,202,0,1,108,4
3932,202,0,2,108,4
3933,203,0,0,108,4
3934,203,0,1,108,4
3935,203,0,2,108,4
3936,204,0,0,108,4
3937,204,0,1,108,4
3938,204,0,2,108,4
3939,205,0,0,108,4
3940,205,0,1,108,4
3941,205,0,2,108,4
3942,206,0,0,108,4
3943,206,0,1,108,4
3944,206,0,2,108,4
3945,207,0,0,108,4
3946,207,0,1,108,4
3947,207,0,2,108,4
3948,1,0,0,109,4
3949,1,0,1,109,4
3950,1,0,2,109,4
3951,2,0,0,109,4
3952,2,0,1,109,4
3953,2,0,2,109,4
3954,3,0,0,109,4
3955,3,0,1,109,4
3956,3,0,2,109,4
3957,4,0,0,109,4
3958,4,0,1,109,4
3959,4,0,2,109,4
3960,5,0,0,109,4
3961,5,0,1,109,4
3962,5,0,2,109,4
3963,6,0,0,109,4
3964,6,0,1,109,4
3965,6,0,2,109,4
3966,7,0,0,109,4
3967,7,0,1,109,4
3968,7,0,2,109,4
3969,201,0,0,109,4
3970,201,0,1,109,4
3971,201,0,2,109,4
3972,202,0,0,109,4
3973,202,0,1,109,4
3974,202,0,2,109,4
3975,203,0,0,109,4
3976,203,0,1,109,4
3977,203,0,2,109,4
3978,204,0,0,109,4
3979,204,0,1,109,4
3980,204,0,2,109,4
3981,205,0,0,109,4
3982,205,0,1,109,4
3983,205,0,2,109,4
3984,206,0,0,109,4
3985,206,0,1,109,4
3986,206,0,2,109,4
3987,207,0,0,109,4
3988,207,0,1,109,4
3989,207,0,2,109,4
3990,1,0,0,110,4
3991,1,0,1,110,4
3992,1,0,2,110,4
3993,2,0,0,110,4
3994,2,0,1,110,4
3995,2,0,2,110,4
3996,3,0,0,110,4
3997,3,0,1,110,4
3998,3,0,2,110,4
3999,4,0,0,110,4
4000,4,0,1,110,4
4001,4,0,2,110,4
4002,5,0,0,110,4
4003,5,0,1,110,4
4004,5,0,2,110,4
4005,6,0,0,110,4
4006,6,0,1,110,4
4007,6,0,2,110,4
4008,7,0,0,110,4
4009,7,0,1,110,4
4010,7,0,2,110,4
4011,201,0,0,110,4
4012,201,0,1,110,4
4013,201,0,2,110,4
4014,202,0,0,110,4
4015,202,0,1,110,4
4016,202,0,2,110,4
4017,203,0,0,110,4
4018,203,0,1,110,4
4019,203,0,2,110,4
4020,204,0,0,110,4
4021,204,0,1,110,4
4022,204,0,2,110,4
4023,205,0,0,110,4
4024,205,0,1,110,4
4025,205,0,2,110,4
4026,206,0,0,110,4
4027,206,0,1,110,4
4028,206,0,2,110,4
4029,207,0,0,110,4
4030,207,0,1,110,4
4031,207,0,2,110,4
4032,1,0,0,1,5
4033,1,0,1,1,5
4034,1,0,2,1,5
4035,2,0,0,1,5
4036,2,0,1,1,5
4037,2,0,2,1,5
4038,3,0,0,1,5
4039,3,0,1,1,5
4040,3,0,2,1,5
4041,4,0,0,1,5
4042,4,0,1,1,5
4043,4,0,2,1,5
4044,5,0,0,1,5
4045,5,0,1,1,5
4046,5,0,2,1,5
4047,6,0,0,1,5
4048,6,0,1,1,5
4049,6,0,2,1,5
4050,7,0,0,1,5
4051,7,0,1,1,5
4052,7,0,2,1,5
4053,201,0,0,1,5
4054,201,0,1,1,5
4055,201,0,2,1,5
4056,202,0,0,1,5
4057,202,0,1,1,5
4058,202,0,2,1,5
4059,203,0,0,1,5
4060,203,0,1,1,5
4061,203,0,2,1,5
4062,204,0,0,1,5
4063,204,0,1,1,5
4064,204,0,2,1,5
4065,205,0,0,1,5
4066,205,0,1,1,5
4067,205,0,2,1,5
4068,206,0,0,1,5
4069,206,0,1,1,5
4070,206,0,2,1,5
4071,207,0,0,1,5
4072,207,0,1,1,5
4073,207,0,2,1,5
4074,1,0,0,2,5
4075,1,0,1,2,5
4076,1,0,2,2,5
4077,2,0,0,2,5
4078,2,0,1,2,5
4079,2,0,2,2,5
4080,3,0,0,2,5
4081,3,0,1,2,5
4082,3,0,2,2,5
4083,4,0,0,2,5
4084,4,0,1,2,5
4085,4,0,2,2,5
4086,5,0,0,2,5
4087,5,0,1,2,5
4088,5,0,2,2,5
4089,6,0,0,2,5
4090,6,0,1,2,5
4091,6,0,2,2,5
4092,7,0,0,2,5
4093,7,0,1,2,5
4094,7,0,2,2,5
4095,201,0,0,2,5
4096,201,0,1,2,5
4097,201,0,2,2,5
4098,202,0,0,2,5
4099,202,0,1,2,5
4100,202,0,2,2,5
4101,203,0,0,2,5
4102,203,0,1,2,5
4103,203,0,2,2,5
4104,204,0,0,2,5
4105,204,0,1,2,5
4106,204,0,2,2,5
4107,205,0,0,2,5
4108,205,0,1,2,5
4109,205,0,2,2,5
4110,206,0,0,2,5
4111,206,0,1,2,5
4112,206,0,2,2,5
4113,207,0,0,2,5
4114,207,0,1,2,5
4115,207,0,2,2,5
4116,1,0,0,3,5
4117,1,0,1,3,5
4118,1,0,2,3,5
4119,2,0,0,3,5
4120,2,0,1,3,5
4121,2,0,2,3,5
4122,3,0,0,3,5
4123,3,0,1,3,5
4124,3,0,2,3,5
4125,4,0,0,3,5
4126,4,0,1,3,5
4127,4,0,2,3,5
4128,5,0,0,3,5
4129,5,0,1,3,5
4130,5,0,2,3,5
4131,6,0,0,3,5
4132,6,0,1,3,5
4133,6,0,2,3,5
4134,7,0,0,3,5
4135,7,0,1,3,5
4136,7,0,2,3,5
4137,201,0,0,3,5
4138,201,0,1,3,5
4139,201,0,2,3,5
4140,202,0,0,3,5
4141,202,0,1,3,5
4142,202,0,2,3,5
4143,203,0,0,3,5
4144,203,0,1,3,5
4145,203,0,2,3,5
4146,204,0,0,3,5
4147,204,0,1,3,5
4148,204,0,2,3,5
4149,205,0,0,3,5
4150,205,0,1,3,5
4151,205,0,2,3,5
4152,206,0,0,3,5
4153,206,0,1,3,5
4154,206,0,2,3,5
4155,207,0,0,3,5
4156,207,0,1,3,5
4157,207,0,2,3,5
4158,1,0,0,4,5
4159,1,0,1,4,5
4160,1,0,2,4,5
4161,2,0,0,4,5
4162,2,0,1,4,5
4163,2,0,2,4,5
4164,3,0,0,4,5
4165,3,0,1,4,5
4166,3,0,2,4,5
4167,4,0,0,4,5
4168,4,0,1,4,5
4169,4,0,2,4,5
4170,5,0,0,4,5
4171,5,0,1,4,5
4172,5,0,2,4,5
4173,6,0,0,4,5
4174,6,0,1,4,5
4175,6,0,2,4,5
4176,7,0,0,4,5
4177,7,0,1,4,5
4178,7,0,2,4,5
