set L := i1 i2 i3 i4 i5 i6 i7 i8 i9 i10 i11 i12 i13 i14 i15 i16 i17 i18 i19 i20 i21 i22 i23 i24 i25 i26 i27 i28 F101 F102 F103 F104 F105 F106 F107 F108 F109 F110 k1 k2 k3 k4 k5 k6 k7 k8 k9 k10 k11 k12 k13 k14 k15 k16 k17 k18 k19 k20 k21 k22 k23 k24 k25 k26 k27 k28 k29 k30 k31 k32 k33 k34 k35 k36 k37 k38 k39 k40 k41 k42 k43 k44 k45 k46 k47 k48 k49 k50 k51 k52 k53 k54 k55 k56 k57 k58 k59 k60 k61 k62 k63 k64 k65 k66 k67 k68 k69 k70 k71 k72 k73 k74 k75 k76;
set I := i1 i2 i3 i4 i5 i6 i7 i8 i9 i10 i11 i12 i13 i14 i15 i16 i17 i18 i19 i20 i21 i22 i23 i24 i25 i26 i27 i28;
set J := F101 F102 F103 F104 F105 F106 F107 F108 F109 F110;
set K := k1 k2 k3 k4 k5 k6 k7 k8 k9 k10 k11 k12 k13 k14 k15 k16 k17 k18 k19 k20 k21 k22 k23 k24 k25 k26 k27 k28 k29 k30 k31 k32 k33 k34 k35 k36 k37 k38 k39 k40 k41 k42 k43 k44 k45 k46 k47 k48 k49 k50 k51 k52 k53 k54 k55 k56 k57 k58 k59 k60 k61 k62 k63 k64 k65 k66 k67 k68 k69 k70 k71 k72 k73 k74 k75 k76;
set S := small medium large;
set T := deliver return both;
set F := ingest both;
set MaxH := 2;

param Max_Capital_Cost:= 15000000;  #capital investing $ given
param Mile_Cost:= 4;  #mile cost in $ per mile
param Truck_Size:= 6000;  #the max size of a truck in packages
param Load_Cost:= 50;  #the loading cost per truck in $
param Unload_Cost:= 50;  #the unloading cost per truck in $
param Hops:= 2;  #number of hops allowed
param Fixed_Trucks_Cost:= 550; #the min trans cost per truck in $

param capital:= 
i13 k42 36
i13 k43 95
i13 k44 141
i13 k45 100
i13 k46 108
i13 k47 189
i13 k48 292
i13 k49 395
i13 k50 395
i13 k51 300
i13 k52 298
i13 k53 185
i13 k54 202
i13 k55 174
i13 k56 182
i13 k57 424
i13 k58 331
i13 k59 299
i13 k60 95
i13 k61 87
i13 k62 389
i13 k63 351
i13 k64 92
i13 k65 137
i13 k66 245
i13 k67 186
i13 k68 79
i13 k69 59
i13 k70 410
i13 k71 227
i13 k72 87
i13 k73 294
i13 k74 395
i13 k75 211
i13 k76 173
i14 i1 627
i14 i2 58
i14 i3 368
i14 i4 48
i14 i5 529
i14 i6 130
i14 i7 235
i14 i8 83
i14 i9 127
i14 i10 131
i14 i11 120
i14 i12 244
i14 i13 213
i14 i14 0
i14 i15 54
i14 i16 1400
i14 i17 155
i14 i18 289
i14 i19 46
i14 i20 102
i14 i21 209
i14 i22 61
i14 i23 2311
i14 i24 110
i14 i25 277
i14 i26 311
i14 i27 47
i14 i28 1260
i14 F101 152
i14 F102 444
i14 F103 200
i14 F104 139
i14 F105 263
i14 F106 294
i14 F107 142
i14 F108 267
i14 F109 249
i14 F110 12
i14 k1 238
i14 k2 142
i14 k3 184
i14 k4 627
i14 k5 310
i14 k6 66
i14 k7 529
i14 k8 270
i14 k9 367
i14 k10 169
i14 k11 266
i14 k12 234
i14 k13 330
i14 k14 272
i14 k15 48
i14 k16 161
i14 k17 28
i14 k18 282
i14 k19 191
i14 k20 180
i14 k21 279
i14 k22 173
i14 k23 329
i14 k24 58
i14 k25 96
i14 k26 66
i14 k27 53
i14 k28 0
i14 k29 37
i14 k30 46
i14 k31 78
i14 k32 61
i14 k33 233
i14 k34 102
i14 k35 254
i14 k36 109
i14 k37 135
i14 k38 127
i14 k39 121
i14 k40 142
i14 k41 152
i14 k42 193
i14 k43 298
i14 k44 183
i14 k45 308
i14 k46 321
i14 k47 240
i14 k48 505
i14 k49 184
i14 k50 185
i14 k51 90
i14 k52 88
i14 k53 65
i14 k54 18
i14 k55 39
i14 k56 33
i14 k57 264
i14 k58 177
i14 k59 156
i14 k60 118
i14 k61 125
i14 k62 260
i14 k63 244
i14 k64 286
i14 k65 350
i14 k66 257
i14 k67 361
i14 k68 135
i14 k69 185
i14 k70 197
i14 k71 30
i14 k72 126
i14 k73 243
i14 k74 189
i14 k75 136
i14 k76 209
i15 i1 651
i15 i2 107
i15 i3 352
i15 i4 45
i15 i5 512
i15 i6 99
i15 i7 211
i15 i8 58
i15 i9 115
i15 i10 120
i15 i11 105
i15 i12 208
i15 i13 189
i15 i14 54
i15 i15 0
i15 i16 1408
i15 i17 131
i15 i18 263
i15 i19 27
i15 i20 89
i15 i21 189
i15 i22 66
i15 i23 2295
i15 i24 58
i15 i25 322
i15 i26 283
i15 i27 19
i15 i28 1262
i15 F101 131
i15 F102 408
i15 F103 145
i15 F104 163
i15 F105 237
i15 F106 271
i15 F107 93
i15 F108 234
i15 F109 231
i15 F110 49
i15 k1 211
i15 k2 134
i15 k3 165
i15 k4 651
i15 k5 288
i15 k6 62
i15 k7 512
i15 k8 247
i15 k9 338
i15 k10 210
i15 k11 212
i15 k12 194
i15 k13 293
i15 k14 256
i15 k15 45
i15 k16 214
i15 k17 62
i15 k18 232
i15 k19 242
i15 k20 230
i15 k21 303
i15 k22 209
i15 k23 333
i15 k24 107
i15 k25 125
i15 k26 96
i15 k27 81
i15 k28 54
i15 k29 48
i15 k30 27
i15 k31 50
i15 k32 17
i15 k33 211
i15 k34 89
i15 k35 230
i15 k36 95
i15 k37 123
i15 k38 114
i15 k39 106
i15 k40 123
i15 k41 134
i15 k42 161
i15 k43 281
i15 k44 131
i15 k45 288
i15 k46 294
i15 k47 186
i15 k48 476
i15 k49 228
i15 k50 210
i15 k51 117
i15 k52 115
i15 k53 100
i15 k54 63
i15 k55 51
i15 k56 32
i15 k57 249
i15 k58 156
i15 k59 128
i15 k60 105
i15 k61 106
i15 k62 232
i15 k63 208
i15 k64 272
i15 k65 324
i15 k66 202
i15 k67 316
i15 k68 109
i15 k69 148
i15 k70 234
i15 k71 85
i15 k72 110
i15 k73 194
i15 k74 206
i15 k75 84
i15 k76 155
i16 i1 818
i16 i2 1362
i16 i3 1088
i16 i4 1442
i16 i5 968
i16 i6 1322
i16 i7 1225
i16 i8 1466
i16 i9 1521
i16 i10 1526
i16 i11 1512
i16 i12 1270
i16 i13 1594
i16 i14 1400
i16 i15 1408
i16 i16 0
i16 i17 1538
i16 i18 1664
i16 i19 1382
i16 i20 1495
i16 i21 1236
i16 i22 1346
i16 i23 1171
i16 i24 1440
i16 i25 1219
i16 i26 1681
i16 i27 1389
i16 i28 193
i16 F101 1286
i16 F102 1775
i16 F103 1417
i16 F104 1263
i16 F105 1212
i16 F106 1176
i16 F107 1474
i16 F108 1626
i16 F109 1639
i16 F110 1390
i16 k1 1614
i16 k2 1539
i16 k3 1572
i16 k4 818
i16 k5 1693
i16 k6 1462
i16 k7 968
i16 k8 1653
i16 k9 1731
i16 k10 1265
i16 k11 1421
i16 k12 1576
i16 k13 1668
i16 k14 1664
i16 k15 1442
i16 k16 1346
i16 k17 1372
i16 k18 1357
i16 k19 1313
i16 k20 1307
i16 k21 1129
i16 k22 1248
i16 k23 1074
i16 k24 1362
i16 k25 1305
i16 k26 1333
i16 k27 1347
i16 k28 1400
i16 k29 1434
i16 k30 1382
i16 k31 1359
i16 k32 1425
i16 k33 1222
i16 k34 1495
i16 k35 1209
i16 k36 1502
i16 k37 1530
i16 k38 1521
i16 k39 1514
i16 k40 1531
i16 k41 1542
i16 k42 1562
i16 k43 1688
i16 k44 1481
i16 k45 1694
i16 k46 1691
i16 k47 1480
i16 k48 1861
i16 k49 1264
i16 k50 1219
i16 k51 1311
i16 k52 1312
i16 k53 1457
i16 k54 1416
i16 k55 1437
i16 k56 1422
i16 k57 1176
i16 k58 1265
i16 k59 1298
i16 k60 1512
i16 k61 1514
i16 k62 1225
i16 k63 1270
i16 k64 1680
i16 k65 1724
i16 k66 1430
i16 k67 1656
i16 k68 1516
i16 k69 1544
i16 k70 1234
i16 k71 1402
i16 k72 1518
i16 k73 1352
i16 k74 1211
i16 k75 1391
i16 k76 1469
i17 i1 780
i17 i2 211
i17 i3 471
i17 i4 107
i17 i5 626
i17 i6 218
i17 i7 327
i17 i8 74
i17 i9 40
i17 i10 39
i17 i11 39
i17 i12 305
i17 i13 58
i17 i14 155
i17 i15 131
i17 i16 1538
i17 i17 0
i17 i18 134
i17 i19 158
i17 i20 55
i17 i21 309
i17 i22 196
i17 i23 2406
i17 i24 103
i17 i25 429
i17 i26 155
i17 i27 150
i17 i28 1390
i17 F101 254
i17 F102 290
i17 F103 181
i17 F104 290
i17 F105 349
i17 F106 385
i17 F107 82
i17 F108 112
i17 F109 101
i17 F110 161
i17 k1 82
i17 k2 45
i17 k3 36
i17 k4 780
i17 k5 157
i17 k6 90
i17 k7 626
i17 k8 116
i17 k9 211
i17 k10 325
i17 k11 235
i17 k12 93
i17 k13 178
i17 k14 126
i17 k15 107
i17 k16 299
i17 k17 179
i17 k18 285
i17 k19 335
i17 k20 327
i17 k21 431
i17 k22 329
i17 k23 464
i17 k24 211
i17 k25 249
i17 k26 219
i17 k27 204
i17 k28 155
i17 k29 118
i17 k30 158
i17 k31 178
i17 k32 113
i17 k33 328
i17 k34 55
i17 k35 345
i17 k36 48
i17 k37 38
i17 k38 37
i17 k39 38
i17 k40 17
i17 k41 20
i17 k42 40
i17 k43 150
i17 k44 112
i17 k45 157
i17 k46 166
i17 k47 172
i17 k48 349
i17 k49 339
i17 k50 337
i17 k51 242
i17 k52 240
i17 k53 135
i17 k54 146
i17 k55 117
i17 k56 125
i17 k57 370
i17 k58 277
i17 k59 245
i17 k60 42
i17 k61 31
i17 k62 340
i17 k63 305
i17 k64 143
i17 k65 195
i17 k66 221
i17 k67 221
i17 k68 21
i17 k69 46
i17 k70 353
i17 k71 171
i17 k72 33
i17 k73 257
i17 k74 336
i17 k75 162
i17 k76 148
i18 i1 914
i18 i2 344
i18 i3 585
i18 i4 241
i18 i5 734
i18 i6 341
i18 i7 442
i18 i8 208
i18 i9 165
i18 i10 161
i18 i11 169
i18 i12 409
i18 i13 76
i18 i14 289
i18 i15 263
i18 i16 1664
i18 i17 134
i18 i18 0
i18 i19 290
i18 i20 187
i18 i21 429
i18 i22 329
i18 i23 2503
i18 i24 224
i18 i25 559
i18 i26 22
i18 i27 282
i18 i28 1512
i18 F101 378
i18 F102 167
i18 F103 265
i18 F104 424
i18 F105 461
i18 F106 497
i18 F107 190
i18 F108 45
i18 F109 56
i18 F110 295
i18 k1 51
i18 k2 155
i18 k3 107
i18 k4 914
i18 k5 34
i18 k6 223
i18 k7 734
i18 k8 26
i18 k9 79
i18 k10 458
i18 k11 295
i18 k12 98
i18 k13 80
i18 k14 56
i18 k15 241
i18 k16 424
i18 k17 314
i18 k18 359
i18 k19 461
i18 k20 455
i18 k21 565
i18 k22 463
i18 k23 592
i18 k24 344
i18 k25 383
i18 k26 353
i18 k27 338
i18 k28 289
i18 k29 252
i18 k30 290
i18 k31 308
i18 k32 246
i18 k33 445
i18 k34 187
i18 k35 460
i18 k36 179
i18 k37 158
i18 k38 163
i18 k39 168
i18 k40 146
i18 k41 138
i18 k42 102
i18 k43 52
i18 k44 191
i18 k45 41
i18 k46 33
i18 k47 222
i18 k48 215
i18 k49 471
i18 k50 471
i18 k51 376
i18 k52 374
i18 k53 259
i18 k54 279
i18 k55 250
i18 k56 259
i18 k57 490
i18 k58 399
i18 k59 366
i18 k60 172
i18 k61 164
i18 k62 450
i18 k63 409
i18 k64 67
i18 k65 61
i18 k66 282
i18 k67 148
i18 k68 155
i18 k69 120
i18 k70 486
i18 k71 303
i18 k72 163
i18 k73 342
i18 k74 470
i18 k75 274
i18 k76 216
i19 i1 623
i19 i2 89
i19 i3 333
i19 i4 62
i19 i5 493
i19 i6 85
i19 i7 195
i19 i8 84
i19 i9 139
i19 i10 144
i19 i11 130
i19 i12 199
i19 i13 216
i19 i14 46
i19 i15 27
i19 i16 1382
i19 i17 158
i19 i18 290
i19 i19 0
i19 i20 113
i19 i21 170
i19 i22 38
i19 i23 2276
i19 i24 82
i19 i25 297
i19 i26 311
i19 i27 8
i19 i28 1237
i19 F101 112
i19 F102 436
i19 F103 158
i19 F104 135
i19 F105 222
i19 F106 255
i19 F107 119
i19 F108 261
i19 F109 258
i19 F110 36
i19 k1 239
i19 k2 158
i19 k3 191
i19 k4 623
i19 k5 315
i19 k6 82
i19 k7 493
i19 k8 275
i19 k9 366
i19 k10 185
i19 k11 223
i19 k12 222
i19 k13 320
i19 k14 283
i19 k15 62
i19 k16 196
i19 k17 41
i19 k18 236
i19 k19 222
i19 k20 209
i19 k21 275
i19 k22 182
i19 k23 308
i19 k24 89
i19 k25 98
i19 k26 70
i19 k27 56
i19 k28 46
i19 k29 60
i19 k30 0
i19 k31 32
i19 k32 44
i19 k33 194
i19 k34 113
i19 k35 214
i19 k36 119
i19 k37 148
i19 k38 139
i19 k39 131
i19 k40 149
i19 k41 160
i19 k42 189
i19 k43 307
i19 k44 154
i19 k45 315
i19 k46 321
i19 k47 205
i19 k48 503
i19 k49 203
i19 k50 182
i19 k51 90
i19 k52 88
i19 k53 107
i19 k54 62
i19 k55 63
i19 k56 44
i19 k57 229
i19 k58 138
i19 k59 113
i19 k60 129
i19 k61 131
i19 k62 218
i19 k63 199
i19 k64 298
i19 k65 352
i19 k66 215
i19 k67 342
i19 k68 136
i19 k69 176
i19 k70 208
i19 k71 76
i19 k72 135
i19 k73 197
i19 k74 179
i19 k75 93
i19 k76 175
i20 i1 729
i20 i2 156
i20 i3 440
i20 i4 55
i20 i5 599
i20 i6 186
i20 i7 298
i20 i8 32
i20 i9 26
i20 i10 31
i20 i11 18
i20 i12 287
i20 i13 111
i20 i14 102
i20 i15 89
i20 i16 1495
i20 i17 55
i20 i18 187
i20 i19 113
i20 i20 0
i20 i21 277
i20 i22 149
i20 i23 2382
i20 i24 87
i20 i25 373
i20 i26 209
i20 i27 106
i20 i28 1351
i20 F101 220
i20 F102 346
i20 F103 185
i20 F104 240
i20 F105 323
i20 F106 358
i20 F107 89
i20 F108 168
i20 F109 147
i20 F110 109
i20 k1 136
i20 k2 45
i20 k3 81
i20 k4 729
i20 k5 208
i20 k6 36
i20 k7 599
i20 k8 168
i20 k9 266
i20 k10 270
i20 k11 247
i20 k12 145
i20 k13 234
i20 k14 171
i20 k15 55
i20 k16 244
i20 k17 128
i20 k18 286
i20 k19 279
i20 k20 271
i20 k21 381
i20 k22 275
i20 k23 421
i20 k24 156
i20 k25 197
i20 k26 167
i20 k27 153
i20 k28 102
i20 k29 64
i20 k30 113
i20 k31 139
i20 k32 72
i20 k33 298
i20 k34 0
i20 k35 317
i20 k36 7
i20 k37 34
i20 k38 26
i20 k39 19
i20 k40 40
i20 k41 50
i20 k42 95
i20 k43 196
i20 k44 131
i20 k45 206
i20 k46 220
i20 k47 195
i20 k48 403
i20 k49 284
i20 k50 286
i20 k51 191
i20 k52 189
i20 k53 81
i20 k54 91
i20 k55 62
i20 k56 74
i20 k57 338
i20 k58 244
i20 k59 215
i20 k60 16
i20 k61 24
i20 k62 316
i20 k63 287
i20 k64 186
i20 k65 247
i20 k66 234
i20 k67 274
i20 k68 39
i20 k69 94
i20 k70 298
i20 k71 116
i20 k72 24
i20 k73 253
i20 k74 288
i20 k75 146
i20 k76 167
i21 i1 526
i21 i2 211
i21 i3 163
i21 i4 233
i21 i5 323
i21 i6 91
i21 i7 28
i21 i8 245
i21 i9 302
i21 i10 307
i21 i11 292
i21 i12 78
i21 i13 362
i21 i14 209
i21 i15 189
i21 i16 1236
i21 i17 309
i21 i18 429
i21 i19 170
i21 i20 277
i21 i21 0
i21 i22 148
i21 i23 2106
i21 i24 206
i21 i25 319
i21 i26 446
i21 i27 176
i21 i28 1083
i21 F101 57
i21 F102 545
i21 F103 189
i21 F104 148
i21 F105 57
i21 F106 85
i21 F107 238
i21 F108 390
i21 F109 409
i21 F110 197
i21 k1 381
i21 k2 322
i21 k3 345
i21 k4 526
i21 k5 459
i21 k6 251
i21 k7 323
i21 k8 420
i21 k9 495
i21 k10 222
i21 k11 220
i21 k12 340
i21 k13 434
i21 k14 435
i21 k15 233
i21 k16 292
i21 k17 185
i21 k18 181
i21 k19 297
i21 k20 280
i21 k21 211
i21 k22 201
i21 k23 176
i21 k24 211
i21 k25 160
i21 k26 166
i21 k27 170
i21 k28 209
i21 k29 231
i21 k30 170
i21 k31 139
i21 k32 204
i21 k33 24
i21 k34 277
i21 k35 45
i21 k36 282
i21 k37 311
i21 k38 301
i21 k39 293
i21 k40 306
i21 k41 318
i21 k42 328
i21 k43 458
i21 k44 246
i21 k45 461
i21 k46 455
i21 k47 257
i21 k48 627
i21 k49 243
i21 k50 162
i21 k51 158
i21 k52 157
i21 k53 274
i21 k54 227
i21 k55 234
i21 k56 214
i21 k57 61
i21 k58 32
i21 k59 63
i21 k60 292
i21 k61 290
i21 k62 60
i21 k63 78
i21 k64 453
i21 k65 489
i21 k66 223
i21 k67 431
i21 k68 289
i21 k69 309
i21 k70 221
i21 k71 229
i21 k72 296
i21 k73 152
i21 k74 136
i21 k75 155
i21 k76 239
i22 i1 585
i22 i2 73
i22 i3 307
i22 i4 96
i22 i5 468
i22 i6 77
i22 i7 175
i22 i8 122
i22 i9 175
i22 i10 180
i22 i11 167
i22 i12 191
i22 i13 254
i22 i14 61
i22 i15 66
i22 i16 1346
i22 i17 196
i22 i18 329
i22 i19 38
i22 i20 149
i22 i21 148
i22 i22 0
i22 i23 2249
i22 i24 118
i22 i25 265
i22 i26 349
i22 i27 47
i22 i28 1203
i22 F101 93
i22 F102 474
i22 F103 181
i22 F104 97
i22 F105 204
i22 F106 234
i22 F107 156
i22 F108 300
i22 F109 296
i22 F110 49
i22 k1 277
i22 k2 193
i22 k3 229
i22 k4 585
i22 k5 353
i22 k6 116
i22 k7 468
i22 k8 313
i22 k9 405
i22 k10 151
i22 k11 243
i22 k12 260
i22 k13 359
i22 k14 320
i22 k15 96
i22 k16 177
i22 k17 36
i22 k18 245
i22 k19 198
i22 k20 183
i22 k21 236
i22 k22 146
i22 k23 272
i22 k24 73
i22 k25 62
i22 k26 38
i22 k27 29
i22 k28 61
i22 k29 90
i22 k30 38
i22 k31 39
i22 k32 83
i22 k33 173
i22 k34 149
i22 k35 194
i22 k36 156
i22 k37 184
i22 k38 175
i22 k39 168
i22 k40 187
i22 k41 198
i22 k42 228
i22 k43 345
i22 k44 188
i22 k45 353
i22 k46 360
i22 k47 234
i22 k48 542
i22 k49 171
i22 k50 143
i22 k51 54
i22 k52 52
i22 k53 127
i22 k54 80
i22 k55 93
i22 k56 76
i22 k57 203
i22 k58 118
i22 k59 100
i22 k60 166
i22 k61 169
i22 k62 202
i22 k63 191
i22 k64 335
i22 k65 391
i22 k66 237
i22 k67 379
i22 k68 175
i22 k69 215
i22 k70 172
i22 k71 81
i22 k72 172
i22 k73 206
i22 k74 140
i22 k75 114
i22 k76 205
i23 i1 1879
i23 i2 2295
i23 i3 1943
i23 i4 2339
i23 i5 1783
i23 i6 2195
i23 i7 2084
i23 i8 2350
i23 i9 2406
i23 i10 2411
i23 i11 2396
i23 i12 2100
i23 i13 2452
i23 i14 2311
i23 i15 2295
i23 i16 1171
i23 i17 2406
i23 i18 2503
i23 i19 2276
i23 i20 2382
i23 i21 2106
i23 i22 2249
i23 i23 0
i23 i24 2303
i23 i25 2228
i23 i26 2513
i23 i27 2282
i23 i28 1179
i23 F101 2164
i23 F102 2552
i23 F103 2238
i23 F104 2196
i23 F105 2059
i23 F106 2024
i23 F107 2326
i23 F108 2458
i23 F109 2500
i23 F110 2299
i23 k1 2464
i23 k2 2427
i23 k3 2442
i23 k4 1879
i23 k5 2537
i23 k6 2358
i23 k7 1783
i23 k8 2502
i23 k9 2546
i23 k10 2230
i23 k11 2210
i23 k12 2404
i23 k13 2473
i23 k14 2526
i23 k15 2339
i23 k16 2321
i23 k17 2284
i23 k18 2144
i23 k19 2299
i23 k20 2287
i23 k21 2095
i23 k22 2207
i23 k23 1998
i23 k24 2295
i23 k25 2234
i23 k26 2254
i23 k27 2263
i23 k28 2311
i23 k29 2337
i23 k30 2276
i23 k31 2245
i23 k32 2310
i23 k33 2084
i23 k34 2382
i23 k35 2064
i23 k36 2387
i23 k37 2414
i23 k38 2405
i23 k39 2397
i23 k40 2407
i23 k41 2418
i23 k42 2415
i23 k43 2544
i23 k44 2313
i23 k45 2542
i23 k46 2520
i23 k47 2283
i23 k48 2647
i23 k49 2237
i23 k50 2165
i23 k51 2236
i23 k52 2237
i23 k53 2376
i23 k54 2329
i23 k55 2340
i23 k56 2320
i23 k57 2047
i23 k58 2139
i23 k59 2167
i23 k60 2396
i23 k61 2393
i23 k62 2067
i23 k63 2100
i23 k64 2544
i23 k65 2553
i23 k66 2223
i23 k67 2432
i23 k68 2388
i23 k69 2392
i23 k70 2202
i23 k71 2325
i23 k72 2399
i23 k73 2160
i23 k74 2146
i23 k75 2243
i23 k76 2286
i24 i1 697
i24 i2 165
i24 i3 367
i24 i4 80
i24 i5 522
i24 i6 117
i24 i7 223
i24 i8 59
i24 i9 107
i24 i10 111
i24 i11 96
i24 i12 203
i24 i13 155
i24 i14 110
i24 i15 58
i24 i16 1440
i24 i17 103
i24 i18 224
i24 i19 82
i24 i20 87
i24 i21 206
i24 i22 118
i24 i23 2303
i24 i24 0
i24 i25 379
i24 i26 242
i24 i27 74
i24 i28 1289
i24 F101 154
i24 F102 358
i24 F103 101
i24 F104 214
i24 F105 245
i24 F106 281
i24 F107 38
i24 F108 189
i24 F109 203
i24 F110 107
i24 k1 174
i24 k2 127
i24 k3 139
i24 k4 697
i24 k5 253
i24 k6 84
i24 k7 522
i24 k8 213
i24 k9 295
i24 k10 267
i24 k11 166
i24 k12 144
i24 k13 243
i24 k14 228
i24 k15 80
i24 k16 271
i24 k17 120
i24 k18 199
i24 k19 300
i24 k20 288
i24 k21 351
i24 k22 264
i24 k23 368
i24 k24 165
i24 k25 180
i24 k26 152
i24 k27 138
i24 k28 110
i24 k29 90
i24 k30 82
i24 k31 87
i24 k32 49
i24 k33 225
i24 k34 87
i24 k35 242
i24 k36 89
i24 k37 114
i24 k38 104
i24 k39 96
i24 k40 104
i24 k41 115
i24 k42 122
i24 k43 251
i24 k44 73
i24 k45 255
i24 k46 252
i24 k47 130
i24 k48 431
i24 k49 285
i24 k50 260
i24 k51 172
i24 k52 169
i24 k53 139
i24 k54 114
i24 k55 91
i24 k56 80
i24 k57 268
i24 k58 175
i24 k59 143
i24 k60 98
i24 k61 91
i24 k62 236
i24 k63 203
i24 k64 246
i24 k65 285
i24 k66 155
i24 k67 261
i24 k68 84
i24 k69 104
i24 k70 290
i24 k71 139
i24 k72 98
i24 k73 166
i24 k74 253
i24 k75 60
i24 k76 99
i25 i1 405
i25 i2 219
i25 i3 392
i25 i4 324
i25 i5 524
i25 i6 319
i25 i7 344
i25 i8 360
i25 i9 394
i25 i10 397
i25 i11 391
i25 i12 396
i25 i13 483
i25 i14 277
i25 i15 322
i25 i16 1219
i25 i17 429
i25 i18 559
i25 i19 297
i25 i20 373
i25 i21 319
i25 i22 265
i25 i23 2228
i25 i24 379
i25 i25 0
i25 i26 581
i25 i27 305
i25 i28 1106
i25 F101 303
i25 F102 719
i25 F103 443
i25 F104 183
i25 F105 368
i25 F106 374
i25 F107 416
i25 F108 541
i25 F109 512
i25 F110 275
i25 k1 509
i25 k2 404
i25 k3 452
i25 k4 405
i25 k5 574
i25 k6 338
i25 k7 524
i25 k8 537
i25 k9 638
i25 k10 113
i25 k11 501
i25 k12 511
i25 k13 606
i25 k14 531
i25 k15 324
i25 k16 142
i25 k17 260
i25 k18 486
i25 k19 103
i25 k20 105
i25 k21 154
i25 k22 124
i25 k23 272
i25 k24 219
i25 k25 203
i25 k26 227
i25 k27 241
i25 k28 277
i25 k29 312
i25 k30 297
i25 k31 304
i25 k32 334
i25 k33 337
i25 k34 373
i25 k35 352
i25 k36 381
i25 k37 401
i25 k38 396
i25 k39 392
i25 k40 414
i25 k41 421
i25 k42 468
i25 k43 557
i25 k44 452
i25 k45 571
i25 k46 592
i25 k47 500
i25 k48 774
i25 k49 94
i25 k50 157
i25 k51 211
i25 k52 213
i25 k53 300
i25 k54 283
i25 k55 313
i25 k56 310
i25 k57 328
i25 k58 311
i25 k59 322
i25 k60 388
i25 k61 397
i25 k62 377
i25 k63 396
i25 k64 541
i25 k65 617
i25 k66 497
i25 k67 637
i25 k68 410
i25 k69 462
i25 k70 100
i25 k71 257
i25 k72 397
i25 k73 449
i25 k74 183
i25 k75 378
i25 k76 470
i26 i1 934
i26 i2 366
i26 i3 601
i26 i4 262
i26 i5 748
i26 i6 359
i26 i7 458
i26 i8 229
i26 i9 187
i26 i10 183
i26 i11 191
i26 i12 423
i26 i13 98
i26 i14 311
i26 i15 283
i26 i16 1681
i26 i17 155
i26 i18 22
i26 i19 311
i26 i20 209
i26 i21 446
i26 i22 349
i26 i23 2513
i26 i24 242
i26 i25 581
i26 i26 0
i26 i27 302
i26 i28 1528
i26 F101 396
i26 F102 145
i26 F103 277
i26 F104 445
i26 F105 476
i26 F106 512
i26 F107 207
i26 F108 56
i26 F109 77
i26 F110 316
i26 k1 73
i26 k2 177
i26 k3 129
i26 k4 934
i26 k5 35
i26 k6 245
i26 k7 748
i26 k8 48
i26 k9 57
i26 k10 479
i26 k11 303
i26 k12 109
i26 k13 68
i26 k14 72
i26 k15 262
i26 k16 446
i26 k17 335
i26 k18 368
i26 k19 484
i26 k20 477
i26 k21 586
i26 k22 484
i26 k23 611
i26 k24 366
i26 k25 404
i26 k26 374
i26 k27 359
i26 k28 311
i26 k29 273
i26 k30 311
i26 k31 327
i26 k32 266
i26 k33 461
i26 k34 209
i26 k35 476
i26 k36 201
i26 k37 180
i26 k38 185
i26 k39 190
i26 k40 168
i26 k41 160
i26 k42 121
i26 k43 61
i26 k44 204
i26 k45 45
i26 k46 10
i26 k47 230
i26 k48 194
i26 k49 493
i26 k50 492
i26 k51 397
i26 k52 395
i26 k53 281
i26 k54 300
i26 k55 272
i26 k56 280
i26 k57 506
i26 k58 416
i26 k59 383
i26 k60 194
i26 k61 185
i26 k62 464
i26 k63 423
i26 k64 80
i26 k65 42
i26 k66 290
i26 k67 137
i26 k68 175
i26 k69 138
i26 k70 508
i26 k71 325
i26 k72 185
i26 k73 354
i26 k74 490
i26 k75 290
i26 k76 227
i27 i1 632
i27 i2 94
i27 i3 338
i27 i4 57
i27 i5 499
i27 i6 89
i27 i7 199
i27 i8 76
i27 i9 132
i27 i10 137
i27 i11 123
i27 i12 201
i27 i13 208
i27 i14 47
i27 i15 19
i27 i16 1389
i27 i17 150
i27 i18 282
i27 i19 8
i27 i20 106
i27 i21 176
i27 i22 47
i27 i23 2282
i27 i24 74
i27 i25 305
i27 i26 302
i27 i27 0
i27 i28 1245
i27 F101 118
i27 F102 427
i27 F103 154
i27 F104 143
i27 F105 226
i27 F106 259
i27 F107 111
i27 F108 253
i27 F109 250
i27 F110 38
i27 k1 231
i27 k2 151
i27 k3 183
i27 k4 632
i27 k5 307
i27 k6 76
i27 k7 499
i27 k8 267
i27 k9 358
i27 k10 192
i27 k11 219
i27 k12 214
i27 k13 312
i27 k14 275
i27 k15 57
i27 k16 201
i27 k17 47
i27 k18 234
i27 k19 228
i27 k20 215
i27 k21 283
i27 k22 190
i27 k23 315
i27 k24 94
i27 k25 106
i27 k26 78
i27 k27 63
i27 k28 47
i27 k29 55
i27 k30 8
i27 k31 36
i27 k32 36
i27 k33 198
i27 k34 106
i27 k35 218
i27 k36 112
i27 k37 140
i27 k38 131
i27 k39 124
i27 k40 141
i27 k41 153
i27 k42 181
i27 k43 299
i27 k44 147
i27 k45 307
i27 k46 313
